Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Ignition Total Timing (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),Manifold Relative Pressure (psi),Mass Airflow (g/s),Throttle Sensor Voltage (V),A/F Learning #1 (%),Intake Air Temperature (F),Mass Airflow Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
118626,14.59,13.76,176,2821,32.00,11.44,0.00,10.88,13.73,0.78,0.00,0,-3.92,36.56,0.98,-14.06,90,2.50,89.0106
118699,14.70,13.76,176,2825,32.00,11.44,0.00,10.88,13.73,0.79,0.00,0,-3.92,37.18,1.00,-14.06,90,2.50,89.0045
118772,14.59,13.76,176,2821,31.50,12.64,0.00,11.03,14.12,0.80,0.00,0,-3.92,37.90,1.02,-12.50,90,2.52,89.2151
118845,14.59,13.76,176,2831,31.00,12.68,0.00,11.32,14.90,0.82,0.00,0,-3.48,38.84,1.02,-12.50,90,2.54,89.6210
118918,14.59,13.76,176,2813,30.50,12.60,0.00,11.46,14.90,0.84,0.00,0,-3.34,39.53,1.02,-12.50,90,2.56,89.9841
118992,14.47,13.76,176,2820,30.50,12.63,0.00,11.61,14.90,0.85,0.00,0,-3.19,40.06,1.02,-12.50,90,2.56,90.1855
119065,14.24,13.84,176,2833,30.00,12.68,0.00,11.75,14.90,0.86,0.00,0,-3.05,40.75,1.04,-12.50,90,2.58,90.3625
119137,14.59,13.84,176,2830,29.50,13.30,0.00,11.90,15.29,0.87,0.00,0,-2.90,41.16,1.04,-12.50,90,2.58,90.5579
119210,14.59,13.76,176,2833,29.50,13.28,0.00,12.04,15.29,0.87,0.00,0,-2.90,41.43,1.04,-12.50,90,2.58,90.7104
119283,14.59,13.76,176,2833,29.50,13.30,0.00,12.19,15.69,0.89,0.00,0,-2.76,42.11,1.04,-12.50,90,2.60,90.9119
119357,14.59,13.76,176,2820,29.00,13.30,0.00,12.33,15.69,0.90,0.00,0,-2.61,42.11,1.04,-12.50,90,2.62,91.1072
119430,14.70,13.84,176,2816,28.00,13.22,0.00,12.33,15.69,0.92,0.00,0,-2.47,43.06,1.04,-12.50,90,2.62,91.3879
119503,14.59,13.76,176,2818,28.50,13.23,0.00,12.48,15.69,0.91,0.00,0,-2.32,42.52,1.06,-12.50,90,2.62,91.4093
119577,14.47,13.76,176,2822,28.00,13.25,0.00,12.48,15.69,0.91,0.00,0,-2.32,43.33,1.06,-12.50,90,2.62,91.6077
119650,14.70,13.84,176,2834,27.50,13.86,0.00,12.62,16.08,0.92,0.00,0,-2.18,43.48,1.06,-12.50,90,2.64,91.7084
119723,14.70,13.84,176,2836,27.00,13.91,0.00,12.62,16.08,0.93,0.00,0,-2.18,43.88,1.06,-12.50,90,2.62,91.7694
119797,14.59,13.84,176,2833,27.00,13.31,0.00,12.77,16.08,0.94,0.00,0,-2.03,43.88,1.06,-12.50,90,2.64,91.9617
119870,14.59,13.76,176,2836,27.00,13.90,0.00,12.91,16.08,0.96,0.00,0,-2.03,44.29,1.06,-12.50,90,2.66,92.0197
119942,14.70,13.84,176,2841,27.00,13.92,0.00,12.91,16.08,0.94,0.00,0,-1.89,45.32,1.06,-12.50,90,2.64,92.1967
120016,14.70,13.76,176,2836,26.50,13.92,0.00,13.06,16.08,0.96,0.00,0,-1.89,45.02,1.06,-12.50,90,2.64,92.2394
120089,14.70,13.84,176,2821,27.00,13.84,0.00,13.06,16.08,0.94,0.00,0,-1.74,44.72,1.06,-12.50,90,2.66,92.3645
120162,14.70,13.76,176,2827,26.00,13.87,0.00,13.06,16.47,0.96,0.00,0,-1.74,45.47,1.06,-12.50,90,2.66,92.4286
120236,14.70,13.76,176,2822,26.00,13.85,0.00,13.20,16.47,0.96,0.00,0,-1.60,45.32,1.06,-12.50,90,2.66,92.5751
120308,14.59,13.76,176,2832,26.00,13.90,0.00,13.20,16.47,0.96,0.00,0,-1.60,45.61,1.06,-12.50,90,2.66,92.5629
120382,14.59,13.76,176,2844,26.00,13.90,0.00,13.35,16.47,0.97,0.00,0,-1.60,45.62,1.06,-12.50,88,2.66,92.6361
120454,14.70,13.76,176,2838,26.00,14.56,0.00,13.35,16.47,0.98,0.00,0,-1.45,45.92,1.06,-12.50,88,2.66,92.6971
120528,14.70,13.76,176,2845,26.00,13.92,0.00,13.35,16.47,0.99,0.00,0,-1.45,46.37,1.06,-12.50,88,2.68,92.7582
120601,14.59,13.76,176,2850,26.00,14.59,0.00,13.35,16.47,0.98,0.00,0,-1.45,46.51,1.06,-12.50,88,2.70,92.7979
120674,14.59,13.76,176,2843,25.50,14.55,0.00,13.35,16.47,0.99,0.00,0,-1.45,46.08,1.06,-12.50,88,2.66,92.8802
120747,14.70,13.76,176,2840,26.00,14.54,0.00,13.49,16.47,0.98,0.00,0,-1.31,46.67,1.06,-12.50,88,2.68,92.9779
120820,14.70,13.76,176,2835,25.50,14.52,0.00,13.49,16.47,0.98,0.00,0,-1.31,46.51,1.06,-12.50,88,2.68,92.9626
120893,14.70,13.76,176,2832,25.00,14.54,0.00,13.49,16.47,0.99,0.00,0,-1.31,47.12,1.08,-12.50,88,2.68,92.9779
120966,14.70,13.76,176,2841,25.50,14.50,0.00,13.49,16.47,0.99,0.00,0,-1.31,46.22,1.06,-12.50,88,2.68,93.0389
121039,14.70,13.76,176,2862,25.00,14.54,0.00,13.49,16.47,0.99,0.00,0,-1.31,47.27,1.08,-12.50,88,2.68,93.0664
121112,14.70,13.76,176,2856,25.50,14.66,0.00,13.49,16.47,0.99,0.00,0,-1.31,46.97,1.08,-12.50,88,2.68,93.0908
121185,14.70,13.76,176,2864,25.00,14.62,0.00,13.64,16.47,0.99,0.00,0,-1.31,46.83,1.08,-12.50,88,2.70,93.0725
121258,14.59,13.76,176,2862,26.00,14.66,0.00,13.49,16.47,0.98,0.00,0,-1.16,46.53,1.08,-12.50,88,2.68,93.0725
121331,14.70,13.76,176,2842,25.50,14.55,0.00,13.64,16.47,0.99,0.00,0,-1.31,47.27,1.08,-12.50,88,2.70,93.2129
121404,14.70,13.76,176,2833,25.00,14.50,0.00,13.64,16.47,1.00,0.00,0,-1.16,47.27,1.08,-12.50,88,2.70,93.1763
121478,14.59,13.76,176,2850,25.00,14.59,0.00,13.64,16.47,1.00,0.00,0,-1.16,47.27,1.08,-12.50,88,2.70,93.1671
121549,14.59,13.76,176,2855,25.00,14.62,0.00,13.64,16.47,0.99,0.00,0,-1.16,47.12,1.08,-12.50,88,2.68,93.1763
121623,14.59,13.68,176,2864,25.00,14.62,0.00,13.64,16.47,0.99,0.00,0,-1.16,47.27,1.08,-12.50,88,2.68,93.1519
121696,14.70,13.76,176,2869,25.50,14.67,0.00,13.64,16.47,0.99,0.00,0,-1.16,47.14,1.08,-12.50,88,2.70,93.1122
121769,14.70,13.76,176,2861,25.50,14.69,0.00,13.64,16.47,0.99,0.00,0,-1.16,47.12,1.08,-12.50,88,2.70,93.1152
121843,14.70,13.76,176,2857,25.00,14.65,0.00,13.64,16.47,1.00,0.00,0,-1.16,47.41,1.08,-12.50,88,2.68,93.1732
121916,14.81,13.84,176,2859,25.00,14.64,0.00,13.64,16.47,0.99,0.00,0,-1.16,47.14,1.08,-12.50,88,2.68,93.1854
121989,14.59,13.76,176,2844,25.00,14.56,0.00,13.64,16.47,0.99,0.00,0,-1.16,47.11,1.08,-12.50,88,2.70,93.1763
122062,14.70,13.76,176,2867,25.00,14.68,0.00,13.64,16.47,0.99,0.00,0,-1.16,47.42,1.08,-12.50,88,2.70,93.1335
122135,14.59,13.76,176,2878,25.50,14.73,0.00,13.64,16.47,0.98,0.00,0,-1.16,46.87,1.08,-12.50,88,2.70,93.2159
122208,14.59,13.76,176,2877,26.00,14.69,0.00,13.64,16.47,0.97,0.00,0,-1.16,46.55,1.06,-12.50,88,2.68,93.1061
122281,14.70,13.76,176,2878,26.00,14.73,0.00,13.49,16.47,0.99,0.00,0,-1.16,46.98,1.08,-12.50,88,2.68,93.0298
122354,14.81,13.76,176,2864,25.50,14.73,0.00,13.49,16.47,0.99,0.00,0,-1.31,46.82,1.08,-12.50,88,2.68,93.0115
122427,14.81,13.76,176,2867,25.50,14.67,0.00,13.49,16.47,0.98,0.00,0,-1.31,46.67,1.06,-12.50,88,2.68,93.0115
122500,14.59,13.76,176,2877,26.50,14.12,0.00,13.49,16.47,0.96,0.00,0,-1.31,45.92,1.06,-12.50,88,2.68,92.8894
122573,14.59,13.76,176,2864,26.00,14.67,0.00,13.49,16.08,0.97,0.00,0,-1.31,46.22,1.06,-12.50,88,2.68,92.9138
122647,14.70,13.76,176,2878,26.50,14.73,0.00,13.35,16.08,0.96,0.00,0,-1.45,45.61,1.06,-12.50,88,2.66,92.7643
122719,14.59,13.76,176,2896,27.00,14.21,0.00,13.35,15.69,0.94,0.00,0,-1.45,45.32,1.04,-12.50,88,2.66,92.6331
122792,14.70,13.84,176,2938,27.00,14.14,0.00,13.20,15.29,0.93,0.00,0,-1.60,44.72,1.04,-12.50,88,2.64,92.3370
122865,14.70,13.76,176,2820,28.00,14.10,0.00,12.91,14.90,0.92,0.00,0,-1.89,43.88,1.04,-12.50,88,2.64,92.0959
122939,14.70,13.76,176,2873,29.00,13.54,0.00,12.48,14.51,0.89,0.00,0,-2.03,43.06,1.02,-12.50,88,2.62,91.7145
123012,14.59,13.76,176,2886,29.00,13.49,0.00,12.19,14.12,0.85,0.00,0,-2.32,40.61,1.00,-12.50,88,2.58,91.2170
123085,14.59,13.84,176,2901,30.50,12.93,0.00,11.90,13.73,0.84,0.00,0,-2.61,39.79,0.98,-12.50,88,2.56,90.6921
123158,14.59,13.84,176,2884,31.50,12.31,0.00,11.61,13.33,0.81,0.00,0,-2.90,38.30,0.98,-12.50,88,2.52,90.1703
123231,14.70,13.76,176,2894,32.00,12.35,0.00,11.46,12.94,0.79,0.00,0,-3.34,37.65,0.96,-12.50,88,2.52,89.7339
123303,14.70,13.84,176,2889,32.50,11.71,0.00,11.17,12.94,0.77,0.00,0,-3.63,37.28,0.96,-12.50,88,2.52,89.3402
123378,14.70,13.76,176,2882,32.50,11.68,0.00,11.03,12.94,0.77,0.00,0,-3.77,36.93,0.96,-12.50,88,2.50,89.1022
123450,14.59,13.84,176,2904,33.00,11.70,0.00,10.88,12.94,0.75,0.00,0,-3.92,36.32,0.96,-12.50,88,2.50,88.8214
123524,14.59,13.84,176,2904,33.00,11.15,0.00,10.74,12.94,0.74,0.00,0,-3.92,36.07,0.96,-14.06,88,2.50,88.5895
123596,14.70,13.76,176,2902,33.00,11.15,0.00,10.59,12.55,0.73,0.00,0,-4.06,35.72,0.96,-14.06,88,2.48,88.2233
123669,14.70,13.84,176,2891,33.00,11.14,0.00,10.45,12.55,0.73,0.00,0,-4.21,34.99,0.96,-14.06,88,2.48,88.0524
123742,14.81,13.84,176,2888,33.00,11.10,0.00,10.45,12.55,0.73,0.00,0,-4.35,35.10,0.96,-14.06,88,2.46,87.7502
123816,14.70,13.76,176,2886,33.50,11.08,0.00,10.30,12.55,0.71,0.00,0,-4.35,34.51,0.94,-14.06,88,2.46,87.5854
123888,14.70,13.76,176,2906,34.00,11.16,0.00,10.30,12.55,0.71,0.00,0,-4.50,34.63,0.94,-14.06,88,2.46,87.3596
123961,14.70,13.76,176,2904,34.00,11.15,0.00,10.16,12.55,0.70,0.00,0,-4.64,34.03,0.94,-14.06,88,2.46,87.1948
124034,14.81,13.84,176,2904,34.00,11.15,0.00,10.16,12.16,0.71,0.00,0,-4.64,34.14,0.94,-14.06,88,2.44,87.0270
124107,14.70,13.84,176,2896,34.00,11.12,0.00,10.01,12.16,0.70,0.00,0,-4.79,33.66,0.94,-14.06,88,2.44,86.9019
124182,14.70,13.84,178,2898,34.00,11.12,0.00,10.01,12.16,0.70,0.00,0,-4.79,34.26,0.94,-14.06,88,2.44,86.7432
124255,14.59,13.76,178,2906,34.00,10.51,0.00,10.01,12.16,0.69,0.00,0,-4.79,33.30,0.94,-14.06,88,2.44,86.7126
124327,14.47,13.84,176,2907,34.50,10.54,0.00,10.01,12.16,0.70,0.00,0,-4.79,33.66,0.94,-14.06,88,2.44,86.6486
124400,14.70,13.76,176,2904,34.50,10.53,0.00,10.01,12.16,0.69,0.00,0,-4.79,33.17,0.94,-14.06,88,2.44,86.5265
124473,14.59,13.76,178,2896,34.00,10.50,0.00,9.87,12.16,0.69,0.00,0,-4.79,33.29,0.94,-14.06,88,2.44,86.4716
124546,14.70,13.76,178,2898,34.00,11.13,0.00,9.87,12.16,0.70,0.00,0,-4.93,33.78,0.94,-14.06,88,2.44,86.3525
124619,14.59,13.76,178,2894,34.00,10.50,0.00,9.87,12.16,0.68,0.00,0,-4.93,33.30,0.94,-14.06,88,2.44,86.4655
124692,14.59,13.76,178,2917,34.50,10.57,0.00,9.87,12.16,0.69,0.00,0,-4.93,33.05,0.94,-14.06,88,2.44,86.3586
124765,14.59,13.76,178,2909,34.50,10.58,0.00,9.87,12.16,0.68,0.00,0,-4.93,33.17,0.94,-14.06,88,2.42,86.2274
124838,14.70,13.76,178,2904,34.50,10.55,0.00,9.87,12.16,0.68,0.00,0,-4.93,33.17,0.94,-14.06,88,2.42,86.2122
124912,14.70,13.76,178,2907,34.50,10.53,0.00,9.87,12.16,0.68,0.00,0,-4.93,33.06,0.94,-14.06,88,2.42,86.2762
124984,14.81,13.76,178,2896,34.50,10.54,0.00,9.72,12.16,0.69,0.00,0,-4.93,33.54,0.94,-14.06,88,2.44,86.2579
125057,14.59,13.76,178,2915,35.00,10.57,0.00,9.87,12.16,0.69,0.00,0,-5.08,32.81,0.94,-14.06,88,2.44,86.2244
125130,14.47,13.76,178,2918,34.50,11.21,0.00,9.72,12.16,0.68,0.00,0,-5.08,33.42,0.94,-14.06,88,2.42,86.1603
125203,14.59,13.76,178,2904,34.50,10.53,0.00,9.72,12.16,0.69,0.00,0,-5.08,33.42,0.94,-14.06,88,2.44,86.2274
125275,14.70,13.84,178,2909,34.50,10.55,0.00,9.72,12.16,0.68,0.00,0,-5.08,33.17,0.94,-14.06,88,2.44,86.1115
125350,14.59,13.68,178,2919,34.50,10.55,0.00,9.72,12.16,0.67,0.00,0,-5.08,32.93,0.94,-14.06,88,2.42,86.1603
125423,14.59,13.76,178,2919,34.00,10.59,0.00,9.72,12.16,0.68,0.00,0,-5.08,33.42,0.94,-14.06,88,2.44,86.0748
125495,14.70,13.76,176,2926,34.50,10.59,0.00,9.72,12.16,0.68,0.00,0,-5.08,32.81,0.94,-14.06,88,2.42,86.0626
125569,14.47,13.84,176,2914,35.00,10.61,0.00,9.72,12.16,0.67,0.00,0,-5.08,32.93,0.94,-14.06,88,2.42,86.1237
125642,14.59,13.76,178,2910,34.50,10.57,0.00,9.72,12.16,0.68,0.00,0,-5.08,32.81,0.94,-14.06,88,2.42,86.0138
125715,14.70,13.76,178,2915,34.50,10.57,0.00,9.72,12.16,0.68,0.00,0,-5.08,32.93,0.94,-14.06,88,2.42,86.0229
125789,14.70,13.84,178,2924,35.00,10.60,0.00,9.72,12.16,0.68,0.00,0,-5.08,32.81,0.94,-14.06,88,2.42,85.9680
125860,14.59,13.76,178,2922,35.00,9.98,0.00,9.72,12.16,0.67,0.00,0,-5.08,32.56,0.94,-14.06,88,2.42,86.0260
125935,14.59,13.84,178,2914,35.00,10.57,0.00,9.72,12.16,0.67,0.00,0,-5.08,32.81,0.94,-14.06,88,2.42,86.0107
126007,14.59,13.84,178,2915,35.00,10.57,0.00,9.72,12.16,0.67,0.00,0,-5.08,32.81,0.94,-14.06,88,2.42,85.9161
126080,14.70,13.84,178,2930,34.50,10.57,0.00,9.72,12.16,0.68,0.00,0,-5.08,33.05,0.94,-14.06,88,2.44,85.8826
126153,14.59,13.76,178,2930,35.00,10.62,0.00,9.72,12.16,0.68,0.00,0,-5.08,32.81,0.94,-14.06,88,2.42,85.9131
126226,14.59,13.84,178,2917,35.00,10.62,0.00,9.58,12.16,0.66,0.00,0,-5.08,32.56,0.94,-14.06,88,2.42,85.9253
126298,14.70,13.84,178,2918,35.00,10.58,0.00,9.72,12.16,0.67,0.00,0,-5.22,32.81,0.94,-14.06,88,2.42,85.9100
126371,14.59,13.76,178,2922,35.00,10.60,0.00,9.58,12.16,0.67,0.00,0,-5.08,32.56,0.94,-14.06,88,2.42,85.7819
126445,14.70,13.76,178,2934,35.00,10.64,0.00,9.58,12.16,0.67,0.00,0,-5.22,32.68,0.94,-14.06,88,2.42,85.8643
126519,14.70,13.76,178,2933,35.00,10.64,0.00,9.72,12.16,0.67,0.00,0,-5.08,32.68,0.94,-14.06,88,2.42,85.8734
126590,14.70,13.84,178,2920,35.00,10.59,0.00,9.58,12.16,0.66,0.00,0,-5.22,32.45,0.94,-14.06,88,2.42,85.7819
126663,14.70,13.84,178,2925,35.00,10.60,0.00,9.58,12.16,0.67,0.00,0,-5.22,32.81,0.94,-14.06,88,2.42,85.7300
126736,14.70,13.84,178,2934,35.00,10.61,0.00,9.58,12.16,0.67,0.00,0,-5.22,32.56,0.94,-14.06,88,2.42,85.7361
126810,14.70,13.76,178,2935,35.00,10.64,0.00,9.58,12.16,0.67,0.00,0,-5.22,32.69,0.94,-14.06,88,2.42,85.6689
126883,14.59,13.84,178,2930,35.00,10.65,0.00,9.58,12.16,0.66,0.00,0,-5.22,32.09,0.94,-14.06,88,2.40,85.6812
126956,14.59,13.76,178,2928,35.00,10.62,0.00,9.58,12.16,0.67,0.00,0,-5.22,32.56,0.94,-14.06,88,2.42,85.6750
127029,14.47,13.76,178,2928,35.50,10.62,0.00,9.58,12.16,0.67,0.00,0,-5.22,32.21,0.94,-14.06,88,2.40,85.6812
127102,14.59,13.76,178,2946,35.50,10.68,0.00,9.58,12.16,0.66,0.00,0,-5.22,32.33,0.94,-14.06,88,2.42,85.6323
127176,14.70,13.84,178,2942,35.50,10.67,0.00,9.58,12.16,0.67,0.00,0,-5.22,32.34,0.94,-14.06,88,2.42,85.5743
127249,14.81,13.84,178,2934,35.50,10.63,0.00,9.58,12.16,0.66,0.00,0,-5.22,32.09,0.94,-14.06,88,2.40,85.5408
127322,14.70,13.76,178,2932,35.00,10.64,0.00,9.58,12.16,0.66,0.00,0,-5.22,32.56,0.94,-14.06,88,2.42,85.5255
127395,14.70,13.76,178,2947,35.50,10.63,0.00,9.43,12.16,0.66,0.00,0,-5.22,32.33,0.94,-14.06,88,2.40,85.4889
127467,14.70,13.76,178,2947,35.50,10.69,0.00,9.43,12.16,0.67,0.00,0,-5.37,31.98,0.94,-14.06,88,2.42,85.3851
127541,14.70,13.84,178,2933,35.50,10.06,0.00,9.43,12.16,0.65,0.00,0,-5.37,31.98,0.94,-14.06,88,2.40,85.4370
127614,14.70,13.76,178,2935,35.50,10.65,0.00,9.43,12.16,0.66,0.00,0,-5.37,32.33,0.94,-14.06,88,2.42,85.4431
127686,14.59,13.76,178,2952,35.50,10.71,0.00,9.43,11.76,0.66,0.00,0,-5.37,32.09,0.94,-14.06,88,2.40,85.2905
127760,14.70,13.76,178,2952,35.50,10.70,0.00,9.43,11.76,0.65,0.00,0,-5.37,31.87,0.92,-14.06,88,2.40,85.1593
127832,14.59,13.76,178,2952,35.50,10.07,0.00,9.43,11.76,0.66,0.00,0,-5.37,31.98,0.92,-14.06,88,2.42,85.1074
127904,14.59,13.76,178,2941,35.50,10.04,0.00,9.29,11.76,0.64,0.00,0,-5.51,31.65,0.92,-14.06,88,2.40,85.0220
127978,14.59,13.76,178,2949,35.50,10.04,0.00,9.29,11.76,0.63,0.00,0,-5.51,31.34,0.92,-14.06,88,2.38,84.8358
128052,14.59,13.76,178,2950,36.00,10.07,0.00,9.14,11.76,0.63,0.00,0,-5.51,30.77,0.92,-14.06,88,2.38,84.7809
128125,14.59,13.76,178,2938,36.00,10.07,0.00,9.14,11.37,0.63,0.00,0,-5.66,30.77,0.92,-14.06,88,2.38,84.6924
128199,14.59,13.84,178,2941,36.50,10.03,0.00,9.14,11.37,0.62,0.00,0,-5.66,30.77,0.92,-14.06,88,2.38,84.5520
128271,14.59,13.76,178,2942,36.00,10.04,0.00,9.14,11.37,0.62,0.00,0,-5.66,30.77,0.92,-14.06,88,2.38,84.4604
128344,14.59,13.76,178,2954,36.00,10.08,0.00,9.00,11.37,0.62,0.00,0,-5.80,30.11,0.92,-14.06,88,2.36,84.4574
128417,14.70,13.76,178,2954,36.50,10.08,0.00,9.00,11.37,0.62,0.00,0,-5.80,30.33,0.92,-14.06,88,2.36,84.3658
128491,14.47,13.76,178,2943,36.50,10.04,0.00,9.00,11.37,0.62,0.00,0,-5.80,30.33,0.92,-14.06,88,2.36,84.2285
128564,14.59,13.76,178,2893,36.50,10.05,0.00,9.00,11.37,0.63,0.00,0,-5.80,30.33,0.92,-14.06,88,2.36,84.2743
128637,14.70,13.76,178,2957,36.50,10.09,0.00,9.00,11.37,0.61,0.00,0,-5.80,30.33,0.92,-14.06,88,2.36,84.2743
128710,14.70,13.76,178,2944,36.50,10.09,0.00,9.00,11.37,0.61,0.00,0,-5.80,30.00,0.92,-14.06,88,2.36,84.1370
128783,14.70,13.76,178,2944,36.50,10.05,0.00,8.85,11.37,0.61,0.00,0,-5.80,30.33,0.90,-14.06,88,2.36,84.0881
128855,14.59,13.76,178,2949,36.50,10.07,0.00,8.85,11.37,0.62,0.00,0,-5.95,30.13,0.90,-14.06,88,2.36,83.9417
128929,14.59,13.76,178,2962,36.50,9.48,0.00,8.85,10.98,0.60,0.00,0,-5.95,29.57,0.90,-14.06,88,2.36,83.8379
129002,14.59,13.76,178,2960,36.50,9.47,0.00,8.85,10.98,0.60,0.00,0,-5.95,29.57,0.90,-14.06,88,2.34,83.7311
129075,14.59,13.76,178,2950,36.50,9.44,0.00,8.71,10.98,0.60,0.00,0,-6.09,29.24,0.90,-14.06,88,2.34,83.5175
129148,14.59,13.76,178,2960,36.50,9.44,0.00,8.71,10.98,0.59,0.00,0,-6.09,29.24,0.90,-14.06,88,2.34,83.4137
129221,14.70,13.76,178,2960,37.00,9.47,0.00,8.56,10.98,0.59,0.00,0,-6.09,28.69,0.90,-14.06,88,2.34,83.3069
129294,14.70,13.84,178,2952,37.00,9.47,0.00,8.56,10.98,0.59,0.00,0,-6.24,28.58,0.90,-14.06,88,2.34,83.2550
129367,14.70,13.76,178,2954,37.50,9.45,0.00,8.56,10.98,0.58,0.00,0,-6.24,28.27,0.90,-14.06,88,2.34,83.0933
129440,14.70,13.84,178,2964,37.50,9.45,0.00,8.56,10.59,0.57,0.00,0,-6.24,28.28,0.90,-14.06,88,2.32,82.9895
129513,14.70,13.84,178,2964,37.50,9.49,0.00,8.42,10.59,0.58,0.00,0,-6.24,28.06,0.88,-14.06,88,2.32,82.8308
129586,14.70,13.84,178,2952,37.50,9.45,0.00,8.42,10.59,0.57,0.00,0,-6.38,28.17,0.88,-14.06,88,2.32,82.7209
129659,14.59,13.76,178,2956,37.50,9.46,0.00,8.42,10.59,0.57,0.00,0,-6.38,28.28,0.88,-14.06,88,2.30,82.5684
129732,14.70,13.84,178,2957,38.00,8.83,0.00,8.27,10.59,0.56,0.00,0,-6.53,27.75,0.88,-14.06,88,2.30,82.4585
129805,14.59,13.76,178,2966,38.00,8.87,0.00,8.27,10.59,0.56,0.00,0,-6.53,27.54,0.88,-14.06,88,2.30,82.3059
129877,14.59,13.76,178,2956,38.00,8.86,0.00,8.27,10.20,0.56,0.00,0,-6.53,27.55,0.88,-14.06,88,2.30,82.2510
129951,14.70,13.76,178,2954,38.00,8.83,0.00,8.27,10.20,0.56,0.00,0,-6.53,27.54,0.88,-14.06,88,2.30,82.0862
130024,14.59,13.76,178,2965,38.00,8.82,0.00,8.13,10.20,0.55,0.00,0,-6.53,27.23,0.88,-14.06,88,2.30,82.0404
130098,14.70,13.84,178,2968,38.00,8.86,0.00,8.13,10.20,0.54,0.00,0,-6.67,26.92,0.88,-14.06,88,2.30,81.9305
130170,14.59,13.76,178,2956,38.00,8.83,0.00,8.13,10.20,0.54,0.00,0,-6.67,26.92,0.88,-14.06,88,2.28,81.8237
130243,14.47,13.76,178,2956,38.00,8.83,0.00,8.13,10.20,0.54,0.00,0,-6.67,26.72,0.88,-14.06,88,2.28,81.7230
130317,14.70,13.76,178,2968,38.00,8.86,0.00,7.98,10.20,0.54,0.00,0,-6.82,26.41,0.86,-14.06,88,2.28,81.6650
130391,14.70,13.76,178,2970,38.00,8.87,0.00,7.98,10.20,0.55,0.00,0,-6.82,26.92,0.86,-14.06,88,2.28,81.5643
130463,14.59,13.84,178,2952,38.00,8.84,0.00,7.98,10.20,0.53,0.00,0,-6.82,26.29,0.86,-14.06,88,2.28,81.5094
130536,14.59,13.76,178,2965,38.00,8.82,0.00,7.98,10.20,0.53,0.00,0,-6.82,26.72,0.86,-14.06,88,2.28,81.4514
130611,14.59,13.84,176,2966,38.00,8.86,0.00,7.98,10.20,0.53,0.00,0,-6.82,26.09,0.86,-14.06,88,2.28,81.4056
130683,14.70,13.76,176,2964,38.50,8.86,0.00,7.98,10.20,0.53,0.00,0,-6.82,26.09,0.86,-14.06,88,2.28,81.3416
130756,14.70,13.76,178,2948,38.00,8.80,0.00,7.98,9.80,0.53,0.00,0,-6.82,26.20,0.86,-14.06,88,2.28,81.2958
130829,14.70,13.76,178,2952,38.00,8.82,0.00,7.98,10.20,0.54,0.00,0,-6.82,26.51,0.86,-14.06,88,2.28,81.2958
130902,14.70,13.76,178,2965,38.50,8.86,0.00,7.84,10.20,0.53,0.00,0,-6.96,26.09,0.86,-14.06,88,2.28,81.2378
130975,14.59,13.84,178,2964,38.00,8.85,0.00,7.84,9.80,0.53,0.00,0,-6.96,26.09,0.86,-14.06,88,2.28,81.1890
131048,14.47,13.84,178,2952,38.00,8.82,0.00,7.84,9.80,0.52,0.00,0,-6.96,25.88,0.86,-14.06,88,2.26,81.1279
131121,14.59,13.84,178,2963,38.00,8.82,0.00,7.84,9.80,0.53,0.00,0,-6.96,25.99,0.86,-14.06,90,2.26,81.1890
131194,14.70,13.76,178,2962,38.00,8.85,0.00,7.84,9.80,0.53,0.00,0,-6.96,25.57,0.86,-14.06,90,2.26,81.0852
131267,14.59,13.84,178,2950,38.50,8.21,0.00,7.84,9.80,0.52,0.00,0,-6.96,25.67,0.86,-14.06,90,2.26,80.9662
131340,14.59,13.76,178,2946,38.50,8.18,0.00,7.84,9.80,0.52,0.00,0,-6.96,25.48,0.86,-14.06,90,2.26,80.8685
131413,14.70,13.84,178,2960,38.50,8.21,0.00,7.84,9.80,0.52,0.00,0,-6.96,25.57,0.86,-14.06,90,2.28,80.8624
131487,14.70,13.84,178,2964,38.50,8.22,0.00,7.84,9.80,0.52,0.00,0,-6.96,25.67,0.86,-14.06,90,2.26,80.8716
131560,14.70,13.76,178,2960,38.50,8.84,0.00,7.69,9.80,0.53,0.00,0,-7.11,25.87,0.86,-14.06,90,2.26,80.8197
131633,14.59,13.76,178,2954,38.50,8.19,0.00,7.69,9.80,0.52,0.00,0,-7.11,25.57,0.86,-14.06,88,2.26,80.9143
131705,14.59,13.76,178,2962,38.50,8.82,0.00,7.69,9.80,0.52,0.00,0,-7.11,25.87,0.86,-14.06,88,2.26,80.8197
131778,14.70,13.84,178,2960,38.50,8.85,0.00,7.69,9.80,0.51,0.00,0,-7.11,25.48,0.86,-14.06,90,2.26,80.7556
131852,14.70,13.76,178,2941,38.50,8.21,0.00,7.69,9.80,0.52,0.00,0,-7.11,25.67,0.86,-14.06,90,2.26,80.7587
131924,14.59,13.84,178,2944,38.00,8.16,0.00,7.69,9.80,0.52,0.00,0,-7.11,25.57,0.86,-14.06,90,2.26,80.7068
